time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-01-07 00:00:00+00:00,69022,125,827,289
2022-01-08 00:00:00+00:00,67270,125,198,102
2022-01-09 00:00:00+00:00,61576,130,158,90
2022-01-10 00:00:00+00:00,68074,147,789,364
2022-01-11 00:00:00+00:00,68286,172,937,446
2022-01-12 00:00:00+00:00,68285,181,849,362
2022-01-13 00:00:00+00:00,69329,160,786,374
2022-01-14 00:00:00+00:00,68466,126,629,322
2022-01-15 00:00:00+00:00,67208,128,183,111
2022-01-16 00:00:00+00:00,62858,126,202,95
2022-01-17 00:00:00+00:00,62472,119,757,365
2022-01-18 00:00:00+00:00,62717,150,961,419
2022-01-19 00:00:00+00:00,60633,147,752,400
2022-01-20 00:00:00+00:00,56071,127,879,394
