time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-08-01 00:00:00+00:00,62587,124,318,121
2021-08-02 00:00:00+00:00,64597,134,1030,463
2021-08-03 00:00:00+00:00,66960,149,1012,450
2021-08-04 00:00:00+00:00,68893,129,1118,490
2021-08-05 00:00:00+00:00,68173,123,1101,457
2021-08-06 00:00:00+00:00,68223,116,980,406
2021-08-07 00:00:00+00:00,66479,110,176,129
2021-08-08 00:00:00+00:00,66756,115,231,132
2021-08-09 00:00:00+00:00,68611,129,1175,500
2021-08-10 00:00:00+00:00,68496,153,1021,477
2021-08-11 00:00:00+00:00,68554,162,1212,461
2021-08-12 00:00:00+00:00,67844,159,983,442
2021-08-13 00:00:00+00:00,66148,150,836,394
2021-08-14 00:00:00+00:00,60497,125,203,112
