time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-08-13 00:00:00+00:00,42707,323,793,251
2021-08-14 00:00:00+00:00,38878,296,350,112
2021-08-15 00:00:00+00:00,38813,284,307,103
2021-08-16 00:00:00+00:00,39653,317,1313,333
2021-08-17 00:00:00+00:00,41539,317,1509,316
2021-08-18 00:00:00+00:00,43785,340,1750,310
2021-08-19 00:00:00+00:00,40189,310,1511,333
2021-08-20 00:00:00+00:00,35000,319,1086,266
2021-08-21 00:00:00+00:00,36836,278,228,102
2021-08-22 00:00:00+00:00,34383,273,268,124
2021-08-23 00:00:00+00:00,34352,344,1397,325
2021-08-24 00:00:00+00:00,34231,343,1390,326
2021-08-25 00:00:00+00:00,34302,350,1113,309
2021-08-26 00:00:00+00:00,31132,357,1172,347
